carat,cut,color,clarity,depth,table,price,radius
0.35,4,5,4,61.9,58,706,2.24
0.35,5,5,4,61.4,55,706,2.275
0.35,5,4,5,61.9,55,706,2.26
0.35,5,5,4,61.4,56,706,2.265
0.35,4,4,5,61.5,58,706,2.25
0.35,5,5,4,62.1,57,706,2.265
0.35,3,5,4,61.1,62,706,2.25
0.35,3,4,5,61.2,56,706,2.265
0.35,5,4,5,60.5,57,706,2.275
0.35,5,4,5,61.9,55,706,2.255
0.35,4,5,4,61.5,59,706,2.265
0.35,5,5,4,62.2,55,706,2.24
0.35,4,4,5,62.3,59,706,2.245
0.35,5,5,4,62.3,55,706,2.265
0.35,5,5,4,62.4,57,706,2.25
0.35,5,5,4,61.9,54,706,2.25
0.35,5,5,4,60.5,57,706,2.26
0.35,5,3,6,62.5,57,706,2.24
0.35,3,4,5,60.7,61,706,2.27
0.32,5,4,5,61.3,55,707,2.225
0.28,3,5,6,62.6,55,707,2.09
0.28,3,5,6,61.6,56,707,2.1
0.28,3,5,6,61.1,57,707,2.12
0.28,3,6,6,61.0,57,707,2.11
0.31,3,6,6,60.5,56,707,2.195
0.28,3,5,7,61.5,56,707,2.12
0.28,3,6,7,62.1,57,707,2.085
0.3,3,7,5,63.2,59,707,2.13
0.39,5,3,4,62.3,55,707,2.335
0.41,5,1,5,62.8,56,707,2.365
0.32,5,7,5,61.1,56,707,2.22
0.35,5,5,3,61.1,56,707,2.28
0.39,5,5,3,61.3,56,707,2.365
0.31,5,5,3,62.3,56,707,2.19
0.32,5,5,4,62.6,57,707,2.205
0.35,5,7,4,60.5,56,707,2.3
0.4,3,5,3,61.5,60,707,2.385
0.4,3,6,3,62.8,59,707,2.335
0.4,3,6,3,62.9,58,707,2.355
0.4,3,6,3,62.8,59,707,2.35
0.31,5,3,7,62.2,54,707,2.18
0.31,4,4,6,61.8,58,707,2.16
0.31,5,4,6,60.8,56,707,2.19
0.31,4,4,6,62.2,59,707,2.16
0.31,3,3,7,63.0,58,707,2.165
0.31,4,4,6,60.5,58,707,2.195
0.31,2,4,6,63.1,57,707,2.15
0.31,5,3,7,61.5,54,707,2.18
0.31,4,3,7,62.1,58,707,2.165
0.31,5,4,6,61.7,54,707,2.17
0.31,5,4,6,62.1,56,707,2.16
0.31,2,4,6,63.4,59,707,2.13
0.31,5,3,7,61.6,55,707,2.175
0.4,5,6,3,62.5,57,707,2.35
0.32,5,6,5,61.9,56,707,2.21
0.31,3,4,6,62.6,57,707,2.145
0.31,3,4,6,60.0,62,707,2.2
0.31,5,4,6,61.4,56,707,2.175
0.31,4,4,6,61.5,58,707,2.155
0.31,5,3,7,62.2,56,707,2.17
0.31,5,4,6,62.4,56,707,2.155
0.31,2,4,6,63.3,57,707,2.14
0.31,2,3,7,63.3,56,707,2.15
0.31,5,4,6,62.7,57,707,2.155
0.31,3,3,7,61.9,58,707,2.16
0.31,2,4,6,63.2,58,707,2.13
0.31,5,4,6,61.9,55,707,2.165
0.31,5,4,6,62.4,56,707,2.165
0.31,5,4,6,62.7,57,707,2.155
0.31,2,4,6,63.8,56,707,2.12
0.31,5,3,7,61.5,56,707,2.17
0.31,2,3,7,63.3,58,707,2.14
0.31,3,4,6,62.1,56,707,2.135
0.31,4,3,7,61.8,58,707,2.15
0.31,4,3,7,62.6,58,707,2.145
0.31,4,3,7,60.5,58,707,2.2
0.31,5,3,7,62.7,54,707,2.165
0.31,5,4,6,61.8,56,707,2.155
0.31,3,4,6,62.9,58,707,2.14
0.31,2,3,7,63.1,57,707,2.125
0.31,5,3,7,61.8,57,707,2.16
0.31,4,3,7,60.6,59,707,2.18
0.31,3,4,6,62.9,58,707,2.135
0.41,2,7,3,63.4,56,707,2.365
0.4,3,7,3,60.0,56,708,2.41
0.32,5,4,6,61.6,55,708,2.2
0.32,5,4,6,62.0,54,708,2.195
0.32,5,4,6,62.0,56,708,2.205
0.32,5,4,6,62.1,54,708,2.2
0.32,5,4,6,61.6,56,708,2.21
0.32,5,3,7,61.2,56,708,2.22
0.32,5,3,7,61.6,54,708,2.21
0.32,5,3,7,61.9,54,708,2.2
0.32,5,3,7,61.3,56,708,2.205
0.32,5,3,7,62.0,54,708,2.195
0.32,5,3,7,62.0,55,708,2.21
0.43,5,1,3,61.9,54,708,2.44
0.37,4,4,3,62.1,60,708,2.305
0.37,4,4,3,60.0,57,708,2.35
0.36,3,5,4,63.1,57,708,2.265
0.31,3,7,5,63.7,58,709,2.135
0.39,3,4,3,61.7,59,709,2.325
0.45,5,4,2,61.9,54,709,2.455
0.35,5,2,5,60.9,57,709,2.295
0.3,4,7,3,62.6,59,709,2.135
0.3,4,7,3,63.0,58,709,2.135
0.3,4,7,3,62.6,56,709,2.145
0.3,4,7,3,62.5,58,709,2.155
0.3,5,7,3,62.0,56,709,2.17
0.42,4,2,2,61.5,59,709,2.42
0.35,4,2,5,61.8,58,709,2.265
0.35,4,2,5,61.1,60,709,2.29
0.35,4,2,5,60.7,62,709,2.295
0.35,5,2,5,61.6,56,709,2.29
0.35,4,3,4,61.8,56,709,2.29
0.35,4,3,4,59.6,62,709,2.31
0.3,5,2,7,61.9,57,709,2.175
0.3,4,2,7,60.5,60,709,2.17
0.3,5,2,7,61.1,57,709,2.18
0.3,4,2,7,62.2,58,709,2.155
0.3,5,2,7,62.4,56,709,2.16
0.3,5,2,7,62.1,56,709,2.165
0.3,4,2,7,61.1,59,709,2.165
0.3,5,2,7,61.3,57,709,2.17
0.3,3,2,7,63.1,57,709,2.145
0.3,5,2,7,62.3,55,709,2.145
0.3,4,2,7,62.8,59,709,2.145
0.3,4,2,7,62.6,60,709,2.14
0.3,4,2,7,61.2,60,709,2.145
0.3,2,2,7,63.8,56,709,2.13
0.3,4,2,7,62.5,60,709,2.135
0.3,5,7,3,61.0,56,709,2.185
0.3,5,7,3,61.4,56,709,2.175
0.3,5,7,3,61.0,54,709,2.175
0.3,4,7,3,59.7,59,709,2.185
0.3,5,7,3,62.1,54,709,2.175
0.3,5,7,3,61.9,54,709,2.17
0.3,5,7,3,61.4,55,709,2.17
0.3,4,7,3,60.6,60,709,2.16
0.3,5,7,3,61.0,56,709,2.165
0.3,5,7,3,62.1,56,709,2.165
0.3,5,7,3,61.6,56,709,2.17
0.3,4,7,3,61.0,60,709,2.175
0.3,5,7,3,61.7,56,709,2.175
0.3,4,7,3,62.3,58,709,2.16
0.3,4,7,3,61.6,58,709,2.16
0.3,5,7,3,62.5,57,709,2.16
0.3,5,7,3,61.0,57,709,2.165
0.3,5,7,3,62.2,55,709,2.165
0.3,3,7,3,63.3,55,709,2.155
0.3,5,7,3,61.6,57,709,2.16
0.3,4,7,3,62.2,58,709,2.155
0.3,3,7,3,63.1,55,709,2.155
0.3,4,7,3,61.7,59,709,2.155
0.3,5,7,3,61.9,56,709,2.155
0.3,4,7,3,62.0,60,709,2.145
0.3,3,7,3,63.4,56,709,2.145
0.3,2,7,3,63.8,57,709,2.145
0.3,4,7,3,61.0,61,709,2.145
0.3,4,7,3,62.1,58,709,2.14
0.3,5,7,3,62.2,56,709,2.15
0.3,5,7,3,62.5,57,709,2.14
0.3,4,7,3,62.5,59,709,2.14
0.3,4,7,3,62.4,60,709,2.13
0.3,4,7,3,62.7,60,709,2.13
0.3,3,7,3,63.2,56,709,2.135
0.3,4,7,3,62.2,61,709,2.14
0.3,3,7,3,63.3,59,709,2.125
0.3,4,7,3,62.3,59,709,2.125
0.3,4,7,3,61.7,60,709,2.14
0.3,4,5,5,61.0,60,709,2.15
0.35,2,3,4,63.7,57,709,2.265
0.3,4,7,3,61.3,60,709,2.16
0.31,3,6,6,61.5,55,710,2.185
0.31,3,4,7,63.0,56,710,2.13
0.3,3,4,7,63.2,55,710,2.14
0.38,3,3,4,61.6,56,710,2.34
0.42,3,5,2,61.5,59,710,2.405
0.43,5,1,6,61.8,55,710,2.445
0.31,5,6,6,60.4,61,710,2.185
0.31,5,6,6,61.8,58,710,2.15
0.31,5,4,7,61.3,60,710,2.165
0.38,5,4,3,61.6,54,710,2.34
0.38,5,5,3,61.3,55,710,2.315
0.3,4,7,4,62.2,60,710,2.14
0.3,5,7,4,62.5,55,710,2.15
0.3,5,7,4,62.5,54,710,2.145
0.3,5,7,4,62.3,54,710,2.15
0.3,3,7,4,62.5,59,710,2.115
0.3,3,7,4,62.9,58,710,2.115
0.3,5,7,4,62.3,56,710,2.145
0.3,4,7,4,60.4,59,710,2.165
0.3,4,7,4,60.5,58,710,2.175
0.3,5,7,4,60.8,57,710,2.155
0.3,4,7,4,61.9,58,710,2.14
0.3,4,7,4,61.7,58,710,2.15
0.3,5,7,4,61.4,54,710,2.165
0.3,4,7,4,60.7,60,710,2.165
0.3,5,7,4,61.6,57,710,2.15
0.3,3,7,4,62.9,59,710,2.11
0.3,3,7,4,62.9,56,710,2.12
0.3,4,7,4,60.6,59,710,2.14
0.3,5,7,4,62.3,54,710,2.145
0.3,5,6,5,60.8,57,710,2.165
0.3,3,7,4,62.6,61,710,2.11
0.3,5,7,4,61.3,57,710,2.16
0.3,4,7,4,60.9,58,710,2.16
0.3,5,7,4,61.5,55,710,2.15
0.3,5,7,4,60.8,57,710,2.165
0.3,5,7,4,62.2,55,710,2.145
0.3,3,7,4,62.0,59,710,2.11
0.3,3,7,4,62.4,56,710,2.135
0.3,4,7,4,61.0,58,710,2.16
0.3,5,7,4,61.7,55,710,2.165
0.3,3,7,4,62.9,61,710,2.135
0.3,5,7,4,61.8,55,710,2.16
0.3,4,7,4,61.0,60,710,2.145
0.3,3,7,4,62.5,58,710,2.13
0.3,4,6,5,61.8,58,710,2.155
0.3,5,7,4,60.9,57,710,2.16
0.3,5,7,4,61.0,55,710,2.165
0.3,5,7,4,61.4,55,710,2.16
0.3,4,7,4,61.1,59,710,2.13
0.3,5,7,4,62.3,56,710,2.135
0.3,3,7,4,62.8,57,710,2.125
0.3,5,7,4,62.6,56,710,2.14
0.3,3,7,4,62.8,57,710,2.145
0.3,3,7,4,62.8,59,710,2.13
0.3,3,7,4,60.3,60,710,2.14
0.3,5,7,4,61.9,57,710,2.145
0.3,5,7,4,62.2,54,710,2.14
0.3,5,6,5,61.5,56,710,2.155
0.3,5,6,5,61.7,57,710,2.14
0.3,5,7,4,61.1,56,710,2.16
0.3,3,6,5,61.9,60,710,2.13
0.3,5,7,4,62.0,56,710,2.165
0.3,3,7,4,62.0,58,710,2.145
0.3,5,6,5,60.7,57,710,2.155
0.3,5,7,4,61.8,55,710,2.15
0.3,4,7,4,62.3,58,710,2.145
0.3,5,7,4,62.0,55,710,2.155
0.3,4,7,4,60.4,59,710,2.16
0.3,4,7,4,61.7,59,710,2.125
0.3,4,6,5,61.3,59,710,2.14
0.3,4,7,4,60.6,58,710,2.16
0.3,5,7,4,62.5,57,710,2.125
0.3,3,7,4,62.2,58,710,2.125
0.31,3,5,6,61.6,56,711,2.17
0.4,3,4,3,61.0,56,711,2.385
0.44,3,5,2,61.9,59,711,2.425
0.39,5,5,3,61.8,55,711,2.33
0.41,5,5,3,61.8,56,711,2.375
0.41,5,5,3,62.6,54,711,2.37
0.41,5,5,3,61.8,55,711,2.375
0.41,5,6,3,61.5,55,711,2.39
0.39,3,2,4,59.6,57,712,2.385
0.29,3,4,4,61.5,58,712,2.125
0.34,5,5,6,61.8,56,712,2.235
0.42,3,2,3,61.0,55,712,2.415
0.3,4,7,5,61.9,58,712,2.14
0.34,3,4,6,60.4,57,713,2.265
0.33,5,4,6,62.3,56,713,2.215
0.33,5,4,6,61.9,55,713,2.205
0.33,5,4,6,61.5,55,713,2.235
0.33,5,3,7,61.8,55,713,2.21
0.32,5,7,4,61.3,57,713,2.22
0.32,5,7,4,61.1,56,713,2.21
0.32,5,6,5,61.4,55,713,2.21
0.32,5,6,5,61.1,56,713,2.21
0.31,5,7,5,61.1,56,713,2.165
0.31,5,7,5,61.6,55,713,2.15
0.31,5,7,5,60.6,57,713,2.18
0.36,5,7,3,61.9,55,713,2.285
0.38,2,5,4,63.4,62,713,2.26
0.5,1,5,1,63.8,58,713,2.54
0.37,3,2,6,60.9,58,714,2.32
0.38,5,3,5,62.1,55,714,2.315
0.32,5,7,3,61.2,56,714,2.225
0.34,4,4,4,59.6,62,714,2.28
0.34,5,6,3,62.2,54,714,2.25
0.34,3,6,3,63.4,55,714,2.23
0.34,3,6,3,63.3,57,714,2.235
0.34,3,6,3,63.5,55,714,2.235
0.29,5,5,6,61.1,58,715,2.13
0.31,5,4,3,61.3,58,443,2.185
0.29,3,3,5,62.2,56,444,2.12
0.29,5,2,5,61.7,56,444,2.11
0.32,4,6,1,60.9,58,444,2.21
0.27,3,3,6,61.2,58,445,2.08
0.33,3,2,3,61.4,58,445,2.23
0.33,5,2,3,61.5,57,445,2.23
0.33,4,2,3,61.3,59,445,2.23
0.33,5,2,3,62.7,56,445,2.2
0.33,3,2,3,62.8,58,445,2.195
0.33,2,2,3,63.6,57,445,2.195
0.33,2,2,3,63.2,58,445,2.18
0.32,5,4,3,62.6,55,445,2.19
0.34,2,6,2,63.1,56,445,2.23
0.35,5,1,4,61.8,55,446,2.27
0.35,5,1,4,61.4,55,446,2.275
0.31,5,4,3,61.7,54,446,2.19
0.31,5,4,3,61.2,55,446,2.185
0.36,4,5,2,60.3,59,446,2.31
0.31,3,3,3,62.4,60,446,2.16
0.31,3,3,3,61.1,55,446,2.175
0.31,3,3,3,61.4,55,446,2.18
0.31,2,3,3,63.6,57,446,2.16
0.31,5,3,3,62.7,56,446,2.165
0.31,3,3,3,62.3,55,446,2.17
0.31,3,3,3,61.1,57,446,2.16
0.29,5,5,7,61.1,57,715,2.13
0.32,5,7,3,62.1,54,715,2.2
0.32,5,7,3,61.5,56,715,2.205
0.32,5,7,3,60.9,55,715,2.225
0.32,5,7,3,61.5,54,715,2.21
0.35,5,2,8,61.8,55,715,2.275
0.35,5,2,8,61.1,56,715,2.28
0.35,5,2,8,61.5,55,715,2.265
0.38,3,4,4,59.7,62,715,2.33
0.39,3,5,4,62.1,59,716,2.345
0.39,5,4,2,60.9,56,716,2.39
0.31,5,5,6,61.2,56,716,2.2
0.43,5,2,4,62.0,55,716,2.42
0.43,5,2,4,61.9,54,716,2.435
0.43,5,2,4,61.8,55,716,2.425
0.32,5,6,4,61.5,56,716,2.215
0.32,5,5,5,61.9,57,716,2.19
0.32,5,5,5,61.9,56,716,2.195
0.32,5,5,5,61.0,54,716,2.21
0.32,5,5,5,61.6,57,716,2.195
0.32,5,5,5,61.7,56,716,2.195
0.32,5,5,5,61.0,56,716,2.225
0.43,5,7,2,62.6,56,716,2.42
0.43,4,6,2,61.2,59,716,2.41
0.43,5,3,3,62.5,57,716,2.395
0.43,4,6,2,60.8,58,716,2.43
0.43,4,7,2,62.6,58,716,2.395
0.43,5,6,2,62.1,56,716,2.42
0.43,5,7,2,61.0,57,716,2.405
0.43,3,3,3,60.2,57,716,2.455
0.43,5,6,2,61.9,57,716,2.415
0.43,5,3,3,62.4,56,716,2.405
0.43,4,3,3,59.0,58,716,2.465
0.43,5,3,3,62.3,56,716,2.415
0.43,5,3,3,61.6,55,716,2.435
0.43,4,7,2,60.7,58,716,2.425
0.43,3,6,2,62.7,55,716,2.415
0.43,3,7,2,61.1,58,716,2.43
0.43,3,3,3,61.5,58,716,2.4
0.35,3,6,4,61.9,61,716,2.25
0.32,3,5,6,62.0,55,717,2.19
0.42,3,5,3,63.1,56,717,2.385
0.45,5,2,4,61.9,54,717,2.46
0.38,5,6,4,61.5,56,717,2.325
0.31,5,3,5,61.3,55,717,2.18
0.4,3,5,3,61.7,62,717,2.355
0.42,4,4,3,62.7,59,717,2.36
0.4,2,3,4,63.1,62,717,2.375
0.41,3,7,3,63.0,57,717,2.32
0.41,3,7,3,60.3,63,717,2.39
0.41,2,7,3,63.1,57,717,2.34
0.41,3,7,3,63.0,56,717,2.375
0.36,5,6,4,61.3,56,718,2.295
0.3,5,7,5,62.2,57,718,2.13
0.3,5,7,5,61.6,54,718,2.17
0.36,5,5,3,61.6,56,718,2.31
0.32,5,4,5,62.3,55,718,2.205
0.32,5,4,5,62.5,57,718,2.185
0.43,2,6,3,63.4,56,718,2.385
0.35,4,6,5,62.2,58,718,2.235
0.39,2,5,3,63.3,54,718,2.31
0.39,3,1,7,61.8,56,718,2.32
0.39,2,3,4,63.1,58,718,2.315
0.39,5,5,3,62.5,55,718,2.315
0.35,5,6,5,61.5,57,718,2.26
0.39,2,5,3,63.6,58,718,2.3
0.39,3,1,7,62.5,58,718,2.305
0.39,3,1,7,62.8,58,718,2.305
0.3,3,7,6,59.3,57,719,2.195
0.32,5,7,4,61.3,56,719,2.2
0.39,5,6,3,62.1,53,719,2.345
0.33,5,2,8,61.5,56,719,2.215
0.3,2,7,6,61.6,63,719,2.115
0.38,2,5,4,60.3,61,719,2.34
0.41,4,4,3,61.5,59,719,2.375
0.41,3,4,3,62.5,57,719,2.345
0.41,4,4,3,62.7,58,719,2.35
0.41,4,4,3,61.4,60,719,2.375
0.41,3,4,3,62.7,55,719,2.385
0.41,3,4,3,60.3,60,719,2.38
0.41,4,4,3,59.1,58,719,2.415
0.41,4,4,3,62.5,58,719,2.375
0.41,4,4,3,61.7,59,719,2.355
0.41,4,4,3,62.6,59,719,2.36
0.41,4,4,3,61.3,58,719,2.38
0.41,4,4,3,61.3,60,719,2.375
0.41,3,4,3,62.9,56,719,2.35
0.41,5,4,3,62.6,54,719,2.37
0.41,4,4,3,60.3,59,719,2.38
0.32,4,4,4,61.9,58,720,2.215
0.3,5,4,7,61.8,56,720,2.17
0.31,5,6,4,62.5,54,720,2.165
0.34,5,4,5,60.6,57,720,2.26
0.3,5,7,5,62.0,57,720,2.135
0.32,5,7,5,61.4,56,720,2.19
0.4,2,3,2,63.8,57,720,2.35
0.32,5,4,4,59.8,57,720,2.23
0.32,5,4,4,60.3,57,720,2.23
0.32,4,4,4,59.9,57,720,2.255
0.32,4,4,4,62.3,60,720,2.2
0.32,5,5,2,61.7,56,720,2.22
0.32,4,6,3,61.9,59,720,2.195
0.32,4,6,3,62.2,57,720,2.215
0.32,5,6,3,61.8,55,720,2.225
0.32,4,6,3,60.1,60,720,2.235
0.32,3,6,3,63.2,56,720,2.19
0.4,2,3,2,63.7,59,720,2.345
0.32,5,2,6,63.0,57,720,2.185
0.32,4,2,6,61.9,59,720,2.19
0.32,4,2,6,62.1,59,720,2.19
0.32,5,2,6,62.6,54,720,2.205
0.32,4,2,6,60.7,59,720,2.215
0.32,5,2,6,61.5,56,720,2.21
0.32,5,3,5,60.2,56,720,2.245
0.32,5,3,5,61.3,55,720,2.215
0.32,5,3,5,61.1,56,720,2.23
0.32,4,3,5,60.2,58,720,2.235
0.32,5,3,5,61.8,55,720,2.21
0.32,4,3,5,60.5,59,720,2.21
0.32,4,3,5,60.6,60,720,2.22
0.32,5,3,5,63.0,57,720,2.195
0.32,4,3,5,61.7,58,720,2.205
0.32,5,3,5,62.9,54,720,2.205
0.32,4,3,5,61.7,61,720,2.215
0.32,4,3,5,61.7,58,720,2.22
0.32,5,3,5,61.5,57,720,2.21
0.32,5,3,5,61.9,55,720,2.21
0.32,5,3,5,63.0,55,720,2.21
0.32,5,3,5,62.8,55,720,2.205
0.32,5,3,5,63.0,57,720,2.175
0.32,4,3,5,61.3,60,720,2.19
0.32,3,3,5,63.1,57,720,2.185
0.32,4,3,5,62.4,58,720,2.2
0.32,4,3,5,62.8,58,720,2.185
0.32,4,3,5,62.3,58,720,2.195
0.32,4,4,4,61.0,59,720,2.23
0.32,4,4,4,59.8,59,720,2.26
0.32,4,4,4,60.8,59,720,2.22
0.32,4,4,4,60.2,57,720,2.225
0.32,4,4,4,61.1,58,720,2.225
0.32,5,4,4,61.4,55,720,2.23
0.32,4,4,4,60.5,58,720,2.21
0.32,5,4,4,61.8,55,720,2.21
0.32,5,4,4,61.8,55,720,2.215
0.32,4,4,4,61.5,60,720,2.21
0.32,5,4,4,61.5,57,720,2.205
0.32,4,4,4,61.5,59,720,2.21
0.32,5,4,4,61.6,57,720,2.205
0.32,5,4,4,62.0,57,720,2.205
0.32,4,4,4,60.7,58,720,2.21
0.32,5,4,4,61.8,57,720,2.21
0.32,5,4,4,62.5,56,720,2.21
0.32,5,4,4,61.4,57,720,2.2
0.32,5,4,4,62.0,57,720,2.2
0.32,4,4,4,62.0,59,720,2.205
0.32,5,4,4,61.7,57,720,2.2
0.32,4,4,4,61.2,59,720,2.205
0.32,5,4,4,61.8,57,720,2.2
0.32,4,4,4,62.6,58,720,2.195
0.32,5,4,4,61.4,56,720,2.195
0.32,4,4,4,62.3,58,720,2.205
0.32,3,4,4,63.3,54,720,2.195
0.32,4,4,4,61.5,60,720,2.195
0.32,4,4,4,62.5,58,720,2.19
0.32,4,4,4,61.5,58,720,2.2
0.32,4,4,4,62.1,60,720,2.195
0.32,4,4,4,62.0,58,720,2.19
0.32,4,4,4,62.6,59,720,2.18
0.32,4,4,4,62.6,60,720,2.18
0.32,4,4,4,62.4,59,720,2.18
0.32,4,4,4,61.7,60,720,2.2
0.32,4,4,4,62.5,60,720,2.19
0.32,3,4,4,63.1,57,720,2.175
0.32,4,4,4,62.8,58,720,2.175
0.32,5,6,3,61.9,56,720,2.215
0.32,4,6,3,60.2,60,720,2.22
0.32,4,6,3,61.6,56,720,2.205
0.32,4,6,3,62.3,58,720,2.2
0.32,3,6,3,63.4,55,720,2.18
0.32,3,6,3,63.1,56,720,2.195
0.32,4,6,3,62.2,58,720,2.195
0.32,4,6,3,62.8,57,720,2.195
0.32,3,6,3,63.3,56,720,2.175
0.45,4,1,2,60.9,57,720,2.475
0.5,3,6,1,63.1,61,720,2.52
0.3,5,6,3,61.4,56,720,2.18
0.4,2,7,3,63.1,61,720,2.335
0.4,2,7,3,63.5,55,720,2.335
0.4,3,7,3,63.0,57,720,2.33
0.4,2,7,3,63.3,57,720,2.34
0.4,3,7,3,60.3,62,720,2.35
0.4,2,7,3,63.6,57,720,2.335
0.4,3,7,4,60.5,58,720,2.38
0.4,2,7,3,63.1,57,720,2.345
0.4,3,7,3,62.5,61,720,2.33
0.32,3,5,6,63.0,56,721,2.185
0.31,3,6,6,64.2,55,721,2.12
0.27,3,7,7,62.3,54,721,2.09
0.35,3,7,4,62.6,56,721,2.24
0.38,5,2,6,62.0,55,721,2.32
0.3,5,6,6,62.0,55,721,2.155
0.38,5,4,4,61.0,55,721,2.335
0.38,5,4,4,59.5,58,721,2.375
0.38,5,3,5,61.1,55,721,2.34
0.29,5,4,8,61.3,56,721,2.13
0.38,2,3,5,64.4,57,721,2.27
0.39,4,3,2,62.4,59,721,2.325
0.33,5,2,6,61.0,56,722,2.24
0.34,5,4,6,62.0,55,722,2.235
0.34,5,3,7,62.3,54,722,2.23
0.31,5,6,5,61.6,55,722,2.195
0.31,5,6,5,61.2,55,722,2.2
0.41,5,3,3,62.4,53,722,2.39
0.41,5,7,3,61.3,56,722,2.4
0.4,1,4,4,64.6,55,722,2.31
0.35,5,6,4,63.5,54,722,2.24
0.33,4,4,6,61.3,59,722,2.21
0.42,3,5,3,60.6,61,722,2.415
0.42,3,6,3,61.5,61,722,2.41
0.42,3,6,3,59.8,61,722,2.425
0.42,2,5,3,63.4,56,722,2.375
0.42,2,5,3,63.4,56,722,2.38
0.42,4,6,3,61.5,58,722,2.39
0.42,2,5,3,63.6,57,722,2.35
0.42,4,6,3,62.0,58,722,2.41
0.42,4,6,3,60.0,58,722,2.425
0.42,2,5,3,63.3,56,722,2.375
0.42,2,5,3,63.1,56,722,2.395
0.42,3,1,4,60.9,58,723,2.405
0.42,3,7,3,60.2,58,723,2.425
0.42,5,1,5,62.7,57,723,2.375
0.34,5,5,5,60.9,57,723,2.265
0.4,5,4,2,62.5,53,723,2.375
0.38,5,4,3,61.0,55,723,2.345
0.34,5,6,3,60.4,57,723,2.265
0.43,2,6,3,60.6,61,723,2.48
0.33,5,6,4,61.0,57,723,2.215
0.33,5,6,4,62.1,57,723,2.205
0.33,5,6,4,60.3,57,723,2.255
0.33,5,6,4,62.1,56,723,2.215
0.33,4,6,4,62.0,59,723,2.195
0.33,5,6,4,62.3,56,723,2.23
0.33,4,6,4,60.7,58,723,2.235
0.33,5,6,4,62.3,55,723,2.215
0.33,5,6,4,62.0,56,723,2.23
0.33,5,6,4,61.8,55,723,2.225
0.33,3,6,4,62.8,56,723,2.205
0.33,4,6,4,60.6,60,723,2.215
0.33,4,6,4,61.0,60,723,2.21
0.33,4,6,4,61.1,59,723,2.225
0.33,5,6,4,61.3,55,723,2.23
0.33,4,6,4,61.0,60,723,2.215
0.33,5,6,4,60.6,55,723,2.24
0.33,4,6,4,61.5,59,723,2.21
0.33,5,6,4,62.6,57,723,2.185
0.33,4,6,4,61.7,60,723,2.2
0.33,5,6,4,61.9,56,723,2.2
0.33,5,6,4,61.2,56,723,2.225
0.33,5,6,4,62.3,57,723,2.2
0.33,5,6,4,60.5,56,723,2.24
0.33,5,6,4,61.9,54,723,2.21
0.33,5,6,4,60.8,57,723,2.225
0.33,5,6,4,62.4,55,723,2.2
0.33,5,6,4,61.9,56,723,2.215
0.33,5,6,4,61.1,56,723,2.225
0.33,5,6,4,61.6,57,723,2.22
0.33,5,6,4,62.3,57,723,2.185
0.4,2,5,4,64.1,56,723,2.325
0.33,5,6,4,61.5,57,723,2.205
0.33,5,5,5,61.2,56,723,2.23
0.33,5,6,4,62.1,56,723,2.2
0.33,5,7,4,61.7,55,724,2.23
0.34,3,5,6,59.6,60,724,2.27
0.43,4,4,3,62.6,59,724,2.4
0.3,3,4,7,60.7,56,725,2.16
0.31,3,6,7,60.4,61,725,2.17
0.31,3,6,7,62.5,59,725,2.15
0.35,3,4,5,59.2,60,725,2.295
0.34,3,7,5,59.8,57,725,2.27
0.4,3,6,3,63.0,57,725,2.34
0.31,5,6,7,59.8,60,725,2.19
0.4,5,3,4,61.4,55,725,2.38
0.4,5,3,4,61.9,55,725,2.365
0.36,5,4,5,61.5,58,725,2.295
0.32,5,5,5,61.3,55,725,2.2
0.36,5,4,3,61.8,55,725,2.29
0.31,2,6,7,60.9,61,725,2.16
0.3,3,5,4,63.4,59,725,2.125
0.3,4,4,5,60.8,61,725,2.17
0.3,4,4,5,60.2,62,725,2.155
0.31,2,3,3,63.1,57,446,2.155
0.31,3,3,3,59.0,57,446,2.2
0.31,3,3,3,60.5,60,446,2.165
0.31,5,2,4,62.1,53,447,2.185
0.31,5,2,4,62.3,53,447,2.16
0.3,3,7,2,61.2,60,447,2.14
0.3,3,7,2,61.4,59,447,2.13
0.3,3,7,2,62.4,59,447,2.125
0.3,3,4,3,61.0,57,447,2.155
0.34,3,2,3,59.2,61,447,2.285
0.34,3,2,3,61.3,61,447,2.225
0.34,3,5,2,60.0,62,447,2.255
0.34,4,5,2,60.0,58,447,2.275
0.34,3,1,5,61.7,58,447,2.205
0.34,3,5,2,63.0,58,447,2.225
0.3,3,4,3,62.6,57,447,2.125
0.3,4,7,2,60.9,58,447,2.145
0.3,2,4,3,63.8,56,447,2.13
0.3,3,4,3,59.8,57,447,2.16
0.34,2,5,2,63.3,54,447,2.23
0.3,2,7,2,63.3,57,447,2.13
0.34,5,5,2,60.1,56,447,2.27
0.34,4,2,3,60.2,59,447,2.26
0.3,3,4,3,60.1,62,447,2.175
0.3,3,7,2,63.0,55,447,2.125
0.3,4,7,2,62.4,58,447,2.14
0.3,5,7,2,61.1,55,447,2.16
0.3,3,7,2,61.0,61,447,2.125
0.3,4,4,5,62.0,60,725,2.155
0.3,3,4,5,63.3,56,725,2.155
0.3,3,4,5,63.4,55,725,2.16
0.3,3,4,5,63.5,58,725,2.13
0.34,4,5,5,60.0,59,725,2.295
0.41,3,6,3,60.4,58,725,2.375
0.41,3,6,3,61.0,61,725,2.37
